,id,title,daoId,juniorDescription,middleDescription,seniorDescription,startAt,endAt,author,createdAt,snapshotId,discussionLink,snapshotLink,userId,issueNumber,seniorLength,middleLength,juniorLength,sum_sent_count,text_sent_count,sum_word_count,text_word_count,sum_char_count,text_char_count,sum_word_density,text_word_density,sum_sent_density,text_sent_density,sum_punc_count,text_punc_count,text_stopw_count,sum_stopw_count,sum_stopw_density,text_stopw_density,GPT4_summary,GPT3_5_turbo_summary
21,25,Should Uniswap provide Rage Trade with an additional use grant?,2,"The proposal is for an additional use grant for the Rage Trade protocol. The protocol is built on top of Uniswap v3 and adds new features for traders, such as leverage trading and real-time fundin...","Rage Trade is a new way to do swaps using Uniswap v3. We need an additional use grant because we have built libraries that enable leverage trading, leverage LPing, and real-time funding rates. Eac...",Authors: [Noodles]([link]) + [Crema]([link]) + [Vertex]([link]) Related Discussion: Our proposal is similar to [Voltz Additional Use Grant]([link]) What is Rage Trade? [Rage Trade]([link]) is a ne...,1657628261000,1657954800000,0x507c7777837b85ede1e67f5a4554ddd7e58b1f87,1658239955674,0x1bf2c3fb48e31f4e006ce6349967088fc726cbf1d1518eca60babfe44e9e2895,,https://snapshot.org/#/uniswap/proposal/0x1bf2c3fb48e31f4e006ce6349967088fc726cbf1d1518eca60babfe44e9e2895,,25.0,2737,413,311,3,28,55,438,258,2308,0.212355,0.189693,0.053571,0.063781,5,124,128,20,0.357143,0.291572,"The authors have developed a new trading protocol called Rage Trade, built on top of Uniswap v3, which is designed to be more efficient for traders and liquidity providers. Rather than creating a ...","Rage Trade is a new perpetual swap protocol that uses Uniswap v3. Unlike other on-chain perpetuals, Rage Trade is built on top of Uniswap v3 instead of forking its code. This allows for more effic..."
22,26,[Consensus Check] - Enable 1bp Fee Tier on UniswapV3 Optimism(L2),2,"The proposal is to add a 1bp fee tier on Uniswap, to attract more liquidity and swap volume. This will give users more options to provide liquidity in a competitive way. The 1bp fee tier will be e...","The proposal is to add a 1bp fee tier on Uniswap, to attract more liquidity and swap volume. This will give users more options to provide liquidity in a competitive way. The 1bp fee tier will be e...","Summary: Enable a 1bp, 1tick fee tier on optimism (L2) The rationale and initial temperature check for this proposal can be found here: [link] Process: The complete process is described in Uniswap...",1656205504000,1656637200000,0x46abfe1c972fca43766d6ad70e1c1df72f4bb4d1,1658239956137,QmV8ZeseHEoAcGj51kGaC6gVF2BkL9BHACJDAaQ74uiaJi,https://gov.uniswap.org/t/consensus-check-enable-1bp-fee-tier-on-uniswapv3-optimism-l2/16995,https://snapshot.org/#/uniswap/proposal/QmV8ZeseHEoAcGj51kGaC6gVF2BkL9BHACJDAaQ74uiaJi,,26.0,4015,229,229,3,19,41,501,189,3475,0.215789,0.144131,0.071429,0.037849,3,301,147,15,0.357143,0.292829,"This proposal aims to implement a one basis point, one tick fee tier on the Optimism Layer 2 network through a process involving proposal, voting, queuing, and execution via a contract architectur...","This proposal aims to enable a lower fee tier on the Optimism (L2) network. It involves a multi-step process, starting with a proposal being posted on GovernorBravo or GovernorAlpha. Once the prop..."
23,27,[Consensus Check] Should Uniswap v3 be deployed to Gnosis Chain?,2,"The Gnosis Chain team is proposing to deploy Uniswap v3 on their chain in order to incentivize adoption and usage. They are requesting an exemption to use the Uniswap code, and are proposing to us...","The Gnosis Chain team is proposing that Uniswap v3 be deployed on their chain. They believe there are many benefits for both Uniswap Labs and Uniswap users, some of which include:\r\n\r\n• A DeFi ...","Context. After passing the [Temperature Check vote]([link]) with 7M UNI voting in favor of deploying Uniswap v3 on Gnosis Chain (GC), we are creating this post to move forward into the Consensus C...",1649862155000,1650272400000,0x6d9aba400a2a487a5fb76c6d56518835553cd284,1658239957144,0x729c19f1cafab8ed884914549e147ef401532cf6680e340a1aa0c8cc65f35f09,,https://snapshot.org/#/uniswap/proposal/0x729c19f1cafab8ed884914549e147ef401532cf6680e340a1aa0c8cc65f35f09,,27.0,8217,1119,255,2,72,44,1321,213,6935,0.205607,0.190456,0.044444,0.054463,4,239,469,17,0.377778,0.354766,"The Gnosis Chain team has proposed to deploy Uniswap v3, a prominent decentralized cryptocurrency exchange, on the Gnosis Chain. They believe the deployment would nurture expansion within the DeFi...","This proposal suggests deploying Uniswap v3 on Gnosis Chain (GC), a blockchain closely linked to Ethereum. The Gnosis Chain team believes this would benefit both Uniswap Labs and users. It would c..."
24,28,[Consensus Check] Deploy Uniswap V3 on Moonbeam,2,The proposal is about deploying Uniswap V3 on Moonbeam in order to expand the Uniswap community to include users of the Polkadot ecosystem.,The proposal is about deploying Uniswap V3 to Moonbeam in order to expand the Uniswap community to include users of the Polkadot ecosystem. Moonbeam is a Polkadot parachain which features EVM-comp...,Proposal Topic. [Blockchain at Berkeley]([link]) is creating this proposal in partnership with [Nomad]([link]) to Deploy Uniswap V3 on Moonbeam. Process Update. The [Temperature Check]([link]) for...,1649104139000,1649363339000,0x7ae109a63ff4dc852e063a673b40bed85d22e585,1658239957590,QmcVpxCSkL8rPmZgow8uL2GbdPZtUKS3huY9aSExKNfEK6,,https://snapshot.org/#/uniswap/proposal/QmcVpxCSkL8rPmZgow8uL2GbdPZtUKS3huY9aSExKNfEK6,,28.0,9564,505,139,1,65,23,1466,117,8152,0.194915,0.179811,0.041667,0.044308,1,303,519,9,0.375000,0.353783,"Blockchain at Berkeley and Nomad are proposing to deploy Uniswap V3 on Moonbeam, a platform that connects Ethereum apps with the greater Polkadot ecosystem. This step aims to expand the reach of U...","Blockchain at Berkeley is partnering with Nomad to propose the deployment of Uniswap V3 on Moonbeam, a Polkadot parachain. Moonbeam offers EVM compatibility and allows Ethereum-native apps to part..."
25,29,[EP14] [Social] Dissolve Community Working Group,6,This proposal is to dissolve the Community Working Group at the end of the First Term of 2022. This means that the group will no longer exist and any unspent funds will be returned to the ENS DAO ...,The proposal is to dissolve the Community Working Group at the end of the first term in 2022. This would mean that there would be three remaining working groups within the ENS DAO: the Meta-Govern...,This vote proposes to dissolve the Community Working Group at the conclusion of the First Term of 2022. Description. This is a proposal to dissolve the Community Working Group at the conclusion of...,1654858800000,1655290800000,0x75cac0ceb8a39ddb4942a83ad2aafaf0c2a3e13f,1658311692253,0xa64ec8b446e509cb4b75092c4a714897790b70e2711fc3d6afa969c250e7eb92,https://discuss.ens.domains/t/draft-social-dissolve-community-working-group/12982/85,https://snapshot.org/#/ens.eth/proposal/0xa64ec8b446e509cb4b75092c4a714897790b70e2711fc3d6afa969c250e7eb92,,29.0,3589,758,205,2,31,39,588,167,3007,0.232143,0.195479,0.050000,0.052632,2,96,211,18,0.450000,0.358234,This proposal suggests ending the Community Working Group in the ENS DAO at the end of the first term in 2022. The reasons are that the work could be done by the Ecosystem Working Group and there ...,This proposal suggests dissolving the Community Working Group at the end of the First Term of 2022. The reason for this is that the tasks and responsibilities of the Community Working Group can be...
26,30,Public Goods Steward Election: Q3/Q4 2022,6,"This proposal is to elect three stewards for the Public Goods working group of the ENS DAO for the Second Term of 2022 (Q3/Q4, 2022) The Second Term will commence at 9am UTC on July 1, 2022. Elect...","This passage is about an election for three stewards of the Public Goods working group of the ENS DAO for the Second Term of 2022. The election will be conducted by ranked choice voting, which mea...","This vote is to elect three stewards for the Public Goods working group of the ENS DAO for the Second Term of 2022 (Q3/Q4, 2022) The Second Term will commence at 9am UTC on July 1, 2022. Elections...",1654844400000,1655276400000,0x75cac0ceb8a39ddb4942a83ad2aafaf0c2a3e13f,1658311692723,0x3fa1a972b7d40510f5c1fb0d1c43e41960866a35db75a1541572451fa96f7eab,,https://snapshot.org/#/ens.eth/proposal/0x3fa1a972b7d40510f5c1fb0d1c43e41960866a35db75a1541572451fa96f7eab,,30.0,1456,317,239,2,11,45,221,196,1243,0.228426,0.177653,0.043478,0.049550,7,133,61,14,0.304348,0.274775,"We are holding a vote to choose three leaders for the Public Goods group of the ENS DAO in the second half of 2022 (July to December). Voting starts at 9am UTC on July 1, 2022. To vote, list candi...","This vote is for electing three stewards for the Public Goods working group of the ENS DAO for the second term of 2022. The term will start on July 1, 2022, and the voting will be done through ran..."
27,31,Community Steward Election: Q3/Q4 2022,6,"This is a vote to elect three stewards for the Community working group of the ENS DAO for the Second Term of 2022 (Q3/Q4, 2022) The Second Term will commence at 9am UTC on July 1, 2022. Elections ...","This is a vote to elect three stewards for the Community working group of the ENS DAO for the Second Term of 2022 (Q3/Q4, 2022). The Second Term will commence at 9am UTC on July 1, 2022.\r\n\r\nEl...","This vote is to elect three stewards for the Community working group of the ENS DAO for the Second Term of 2022 (Q3/Q4, 2022) The Second Term will commence at 9am UTC on July 1, 2022. Elections ar...",1654844400000,1655276400000,0x75cac0ceb8a39ddb4942a83ad2aafaf0c2a3e13f,1658311693158,0x1b1ed675d08dd689148133c5be076e78997500d1969894d980759ba38c358c3d,,https://snapshot.org/#/ens.eth/proposal/0x1b1ed675d08dd689148133c5be076e78997500d1969894d980759ba38c358c3d,,31.0,1258,239,234,2,11,45,199,191,1066,0.234375,0.186504,0.043478,0.055000,7,88,61,15,0.326087,0.305000,"We are having a voting to select three stewards for our community group of ENS DAO for the term of July-December 2022, starting July 1, 2022 at 9 am UTC. How you can vote is by ranking the candida...","This vote is to choose three stewards for the Community working group of the ENS DAO for the Second Term of 2022. The election will be conducted using ranked choice voting, where you rank the cand..."
28,32,[EP16.3] [Executable] Q3 & Q4 2022 Public Goods WG Budget,6,"This proposal is asking for 430,650 USD to be used for the Public Goods Working Group. The budget has five categories: multisigs/subgroups, grants, bounties, Gitcoin GR15 & GR16, and unallocated. ...","This proposal is asking for 430,650 USD to be used for the Public Goods Working Group. The budget has five categories: multisigs/subgroups, grants, bounties, Gitcoin GR15 & GR16, and unallocated. ...","Summary. The Public Goods Working Group is requesting funding of 430,650 USD equivalent for the second term. The budget has five categories. All figures are presented in USD equivalent. ![Screen S...",1658948289000,1659380289000,0x0904Dac3347eA47d208F3Fd67402D039a3b99859,1659340537897,0x5c96e490f3e28d8269e8fc7e929491fb8fa5e4bd04d3379f0c4f4bb1a42dc23e,https://discuss.ens.domains/t/discuss-the-public-goods-q3-q4-budget-request/13759,https://snapshot.org/#/ens.eth/proposal/0x5c96e490f3e28d8269e8fc7e929491fb8fa5e4bd04d3379f0c4f4bb1a42dc23e,,32.0,2120,284,284,3,37,45,361,241,1810,0.185950,0.199337,0.065217,0.102210,11,160,96,13,0.282609,0.265193,"The Public Goods Working Group is asking for monetary support amounting to $430,650 for their second term. This budget is broken down into five sections. The main section, titled 'Multisigs/Subgro...","The Public Goods Working Group is asking for $430,650 in funding for their second term. The budget is divided into five categories. The first category is for Multisigs/Subgroups, which is worth $4..."
29,33,[EP16.1] [Executable] Q3 & Q4 2022 Meta-Governance WG Budget,6,"The Meta-Governance Working Group is proposing that they be given a budget of 632k USD for the upcoming Q3/Q4 of 2022. This budget will be used to fund three different areas: multisigs, compensati...","The Meta-Governance Working Group is proposing that they be given a budget of 632k USD for the upcoming Q3/Q4 of 2022. This budget will be used to fund three different areas: multisigs, compensati...",Summary. The Meta-Governance Working Group is requesting funding of 632k USD equivalent for the Q3/Q4 of 2022. The budget has three categories. All figures are presented in USD equivalent. !([link...,1658947702000,1659379702000,0x0904Dac3347eA47d208F3Fd67402D039a3b99859,1659340538283,0x46c7294aca8d70ae8213e8e8c6915697c7be1aab731fbb7e534276f7eb0ef2b9,https://discuss.ens.domains/t/discuss-the-meta-governance-q3-q4-budget-request/13756,https://snapshot.org/#/ens.eth/proposal/0x46c7294aca8d70ae8213e8e8c6915697c7be1aab731fbb7e534276f7eb0ef2b9,,33.0,962,225,225,2,19,38,150,190,828,0.198953,0.180941,0.051282,0.125828,7,83,41,13,0.333333,0.271523,"The Meta-Governance Working Group wants $632,000 for the last half of 2022, divided into three sections. The biggest chunk, $371,000, goes to two internal groups who've had their budgets approved....","The Meta-Governance Working Group is seeking funding of 632k USD equivalent for the last half of 2022. The budget is divided into three categories. The first category, Multisigs / Subgroups, will ..."
30,34,[EP16.2] [Executable] Q3 & Q4 2022 Ecosystem WG Budget,6,"The Ecosystem Working Group is asking for 2.3 million dollars to be put towards different projects that they are working on. The projects include things like bug bounties, support mods, dot-eth we...","The Ecosystem Working Group is asking for 2.3 million dollars to be put towards different projects that they are working on. The projects include things like bug bounties, support mods, dot-eth we...",Summary. The Ecosystem Working Group is requesting funding of 2.3 million USD equivalent for the second term. The budget has four categories. All figures are presented in USD equivalent. ![request...,1658948178000,1659380178000,0x0904Dac3347eA47d208F3Fd67402D039a3b99859,1659340538358,0x97265786d808280adc788e6744dd07afd3ff7e2776527d18f4e19abe1bd6c1a5,https://discuss.ens.domains/t/discuss-the-ecosystem-q3-q4-budget-request/13757,https://snapshot.org/#/ens.eth/proposal/0x97265786d808280adc788e6744dd07afd3ff7e2776527d18f4e19abe1bd6c1a5,,34.0,1378,423,423,4,23,72,204,354,1199,0.202817,0.170000,0.054795,0.112195,10,114,55,25,0.342466,0.268293,"The Ecosystem Working Group is seeking a fund of $2.3 million for their next term of operation. The money will be divided into four parts. The largest share, $1.5 million, will go towards various ...","The Ecosystem Working Group is seeking a funding of 2.3 million USD for its second term. The budget is divided into four categories. The first category, Multisigs / Subgroups, requires $1.5 millio..."
